order_id,customer_id,vehicle_id,dealer_id,order_date,delivery_date,booking_amount,final_price,discount_amount,order_status,payment_type
1552,1045,11,17,21-04-2026,24-05-2026,183708,1129744,20256,Delivered,UPI
1553,879,5,34,15-10-2025,26-10-2025,166058,2746007,53993,Delivered,Loan
1554,357,9,39,04-06-2023,25-06-2023,167292,875445,74555,Delivered,Loan
1555,4537,11,8,25-09-2024,08-10-2024,185089,1034658,115342,Delivered,Card
1556,68,12,1,30-07-2025,06-09-2025,134837,1585251,14749,Delivered,UPI
1557,2701,11,33,03-04-2026,10-04-2026,120194,1108350,41650,Delivered,Card
1558,2316,12,2,29-05-2023,24-06-2023,194930,1581263,18737,Cancelled,UPI
1559,396,6,25,17-06-2024,06-07-2024,185846,3100537,99463,Delivered,Net Banking
1560,4845,10,3,12-02-2024,28-03-2024,77698,791667,58333,Delivered,UPI
1561,797,7,27,22-05-2023,02-07-2023,159581,1410450,89550,Delivered,Card
1562,616,3,19,16-05-2026,17-06-2026,160631,2372555,127445,Delivered,Card
1563,4143,2,10,26-07-2024,22-08-2024,99845,1552720,147280,Delivered,Card
1564,423,8,18,31-12-2025,13-02-2026,196800,1156504,143496,Delivered,Loan
1565,4791,12,21,09-01-2024,21-02-2024,95131,1570379,29621,Delivered,Card
1566,4,4,15,23-03-2026,02-04-2026,163439,1021917,78083,Delivered,Loan
1567,4059,12,8,18-07-2024,18-08-2024,142909,1487570,112430,Delivered,UPI
1568,1730,1,19,03-07-2025,13-08-2025,65031,1699466,100534,Delivered,Net Banking
1569,2382,11,7,02-01-2025,01-02-2025,142198,1069046,80954,Delivered,Net Banking
1570,1182,12,37,10-10-2025,04-11-2025,84126,1540185,59815,Delivered,Card
1571,189,8,10,29-04-2024,21-05-2024,151069,1161760,138240,Delivered,Card
1572,3386,2,14,03-12-2025,13-01-2026,145168,1594561,105439,Delivered,Loan
1573,4458,7,8,14-02-2026,23-03-2026,134649,1486508,13492,Cancelled,Card
1574,4724,4,20,07-03-2024,14-03-2024,107474,954189,145811,Delivered,Loan
1575,1154,11,31,26-09-2023,02-11-2023,142502,1000959,149041,Delivered,UPI
1576,4830,3,1,03-05-2025,04-06-2025,147750,2389580,110420,Delivered,Card
1577,1457,6,39,03-06-2024,04-07-2024,170188,3152757,47243,Delivered,Card
1578,1138,4,27,21-04-2025,30-05-2025,71733,1028146,71854,Cancelled,Net Banking
1579,2790,4,17,04-08-2023,16-08-2023,103965,950429,149571,Delivered,Loan
1580,2779,11,31,21-03-2026,30-04-2026,92204,1131424,18576,Pending,Card
1581,4211,1,6,07-05-2024,10-06-2024,71146,1659680,140320,Delivered,UPI
1582,3445,3,37,24-12-2025,16-01-2026,54647,2394880,105120,Delivered,Net Banking
1583,4681,5,18,19-05-2025,22-06-2025,145618,2731487,68513,Delivered,Loan
1584,783,11,19,07-04-2025,27-04-2025,58034,1120805,29195,Delivered,Card
1585,1953,12,8,12-06-2024,20-07-2024,161922,1476968,123032,Pending,UPI
1586,3478,7,32,22-04-2026,13-05-2026,176371,1366611,133389,Delivered,Card
1587,424,12,7,26-03-2026,05-04-2026,127404,1573874,26126,Delivered,Card
1588,4173,5,16,02-01-2026,05-02-2026,153358,2744540,55460,Delivered,UPI
1589,4475,8,31,09-07-2023,13-08-2023,108114,1199353,100647,Delivered,Loan
1590,1168,3,21,08-09-2023,26-09-2023,83992,2430762,69238,Delivered,Card
1591,2950,8,31,26-10-2025,28-11-2025,169534,1242432,57568,Delivered,Loan
1592,3653,11,22,08-03-2025,16-03-2025,77957,1096785,53215,Delivered,Loan
1593,1530,2,7,31-03-2024,23-04-2024,131005,1552026,147974,Delivered,UPI
1594,1862,12,25,04-10-2025,21-10-2025,110369,1450738,149262,Delivered,Net Banking
1595,4377,8,35,11-04-2024,18-05-2024,96228,1211952,88048,Cancelled,UPI
1596,2338,8,22,01-06-2024,16-07-2024,146601,1225360,74640,Delivered,Loan
1597,3663,8,4,24-08-2023,22-09-2023,96572,1225922,74078,Delivered,Card
1598,1072,11,4,05-01-2024,19-01-2024,131392,1056840,93160,Delivered,Net Banking
1599,3885,10,19,04-09-2025,05-10-2025,168556,723319,126681,Delivered,UPI
1600,4259,10,34,13-04-2024,15-05-2024,158597,783574,66426,Delivered,UPI
1601,1842,10,21,11-06-2024,25-07-2024,135990,763828,86172,Pending,Card
1602,530,2,36,02-02-2024,28-02-2024,95329,1575122,124878,Delivered,Loan
1603,424,2,40,01-10-2023,23-10-2023,106036,1569250,130750,Delivered,Net Banking
1604,1128,7,13,13-11-2024,20-12-2024,142557,1390629,109371,Delivered,Net Banking
1605,3808,10,6,28-04-2026,02-06-2026,85427,799709,50291,Delivered,UPI
1606,191,1,7,03-11-2023,24-11-2023,182280,1743364,56636,Cancelled,Net Banking
1607,4884,1,26,15-12-2023,31-12-2023,72493,1706183,93817,Delivered,Loan
1608,4802,6,7,10-11-2025,01-12-2025,198127,3178795,21205,Delivered,Net Banking
1609,805,11,1,30-06-2024,06-08-2024,50410,1137924,12076,Delivered,Loan
1610,4218,12,31,27-08-2025,12-09-2025,91058,1518462,81538,Delivered,Net Banking
1611,2401,12,38,13-02-2026,15-03-2026,141637,1478972,121028,Delivered,Card
1612,2437,9,13,13-12-2023,20-12-2023,80137,849474,100526,Delivered,Net Banking
1613,1273,12,22,26-12-2024,04-01-2025,106922,1542804,57196,Cancelled,Loan
1614,1685,4,21,17-06-2023,06-07-2023,171450,976749,123251,Delivered,Net Banking
1615,3966,8,29,18-11-2024,06-12-2024,84099,1224283,75717,Delivered,Loan
1616,4359,8,21,30-10-2024,07-11-2024,68244,1235785,64215,Delivered,Net Banking
1617,4910,2,17,08-06-2023,13-06-2023,175143,1566711,133289,Delivered,Card
1618,4178,1,27,29-07-2023,08-08-2023,176188,1780765,19235,Cancelled,Net Banking
1619,3220,12,27,14-02-2025,29-03-2025,121552,1459574,140426,Delivered,UPI
1620,3764,2,11,11-05-2026,03-06-2026,146535,1629638,70362,Delivered,Card
1621,414,4,10,12-08-2023,08-09-2023,151412,1038299,61701,Pending,Loan
1622,1183,6,21,15-06-2025,24-07-2025,149551,3073218,126782,Delivered,Loan
1623,87,8,36,24-04-2024,04-05-2024,180867,1275481,24519,Delivered,Card
1624,4878,5,30,27-07-2023,25-08-2023,158841,2719738,80262,Delivered,UPI
1625,1503,11,25,24-07-2025,03-08-2025,103637,1071762,78238,Delivered,Card
1626,880,10,26,10-11-2023,26-11-2023,137489,724291,125709,Delivered,Loan
1627,2095,4,38,11-11-2024,18-11-2024,66681,1006543,93457,Delivered,Loan
1628,3222,7,14,21-08-2024,27-08-2024,153249,1473836,26164,Delivered,Card
1629,968,1,23,23-08-2024,01-09-2024,117889,1688068,111932,Delivered,Net Banking
1630,455,5,33,01-01-2025,12-01-2025,103603,2766301,33699,Delivered,Loan
1631,1601,12,31,02-10-2025,16-11-2025,158951,1525424,74576,Delivered,Card
1632,3955,11,11,24-12-2025,05-02-2026,192639,1056926,93074,Delivered,Net Banking
1633,3841,12,4,19-09-2024,15-10-2024,128171,1495487,104513,Delivered,UPI
1634,3885,2,12,04-07-2025,15-08-2025,75191,1589290,110710,Delivered,Card
1635,3918,1,4,06-12-2024,19-12-2024,106856,1725176,74824,Delivered,UPI
1636,1738,3,26,30-07-2023,05-09-2023,173460,2438873,61127,Cancelled,Net Banking
1637,162,3,5,09-08-2024,29-08-2024,192874,2376084,123916,Cancelled,Loan
1638,621,6,32,17-05-2026,21-06-2026,85496,3168087,31913,Delivered,UPI
1639,4312,5,12,16-12-2024,30-01-2025,66547,2691851,108149,Delivered,Loan
1640,3389,2,31,30-10-2023,01-12-2023,138079,1594426,105574,Delivered,Card
1641,1271,4,24,08-03-2026,05-04-2026,193339,1056015,43985,Delivered,Net Banking
1642,212,7,13,08-08-2023,13-08-2023,88755,1450322,49678,Delivered,Card
1643,4984,4,16,07-03-2026,03-04-2026,192388,1052325,47675,Cancelled,Net Banking
1644,851,6,13,09-06-2025,06-07-2025,128727,3082537,117463,Delivered,Card
1645,3364,9,20,31-12-2023,05-02-2024,158097,870249,79751,Delivered,Loan
1646,2630,1,30,11-12-2024,25-12-2024,114327,1653706,146294,Delivered,UPI
1647,1007,9,23,18-10-2025,26-10-2025,193217,802025,147975,Delivered,Net Banking
1648,2590,7,20,04-06-2025,01-07-2025,138714,1483300,16700,Delivered,UPI
1649,2622,9,1,23-01-2026,03-02-2026,197328,939605,10395,Pending,Net Banking
1650,3986,10,32,12-03-2025,02-04-2025,180953,773511,76489,Delivered,Card
1651,3659,9,36,04-02-2026,08-03-2026,100819,841191,108809,Cancelled,Loan
1652,3184,6,16,20-11-2023,09-12-2023,128734,3128667,71333,Cancelled,Net Banking
1653,2266,12,37,24-12-2024,24-01-2025,102070,1530003,69997,Pending,Card
1654,1280,12,28,27-04-2024,12-05-2024,80000,1458405,141595,Delivered,UPI
1655,2826,1,12,01-10-2024,19-10-2024,126066,1662881,137119,Delivered,Net Banking
1656,2007,5,21,02-09-2025,10-09-2025,93146,2705293,94707,Delivered,Loan
1657,72,6,1,06-09-2023,27-09-2023,84226,3065944,134056,Delivered,UPI
1658,3918,11,37,23-02-2025,27-03-2025,69932,1097049,52951,Delivered,Net Banking
1659,3694,4,27,24-04-2024,23-05-2024,199983,1085787,14213,Delivered,Loan
1660,4757,2,39,05-10-2024,14-11-2024,165103,1665586,34414,Delivered,Net Banking
1661,1900,7,28,05-09-2023,03-10-2023,165663,1436265,63735,Delivered,Loan
1662,4293,8,20,19-05-2024,25-06-2024,144950,1199206,100794,Delivered,Card
1663,928,11,40,17-03-2026,25-04-2026,118798,1073635,76365,Delivered,Net Banking
1664,529,7,16,27-11-2024,07-01-2025,97471,1406080,93920,Delivered,Loan
1665,3912,8,31,15-10-2025,06-11-2025,164973,1227872,72128,Delivered,UPI
1666,1161,4,33,06-03-2025,28-03-2025,169302,954940,145060,Delivered,Net Banking
1667,596,10,6,17-03-2025,26-04-2025,172965,703908,146092,Delivered,Net Banking
1668,4855,11,35,09-06-2024,28-06-2024,99125,1106752,43248,Cancelled,UPI
1669,234,1,21,27-08-2024,08-10-2024,133804,1786777,13223,Delivered,UPI
1670,3590,4,25,05-03-2025,30-03-2025,124549,994496,105504,Delivered,UPI
1671,4683,4,18,12-03-2026,05-04-2026,126139,1041529,58471,Delivered,Net Banking
1672,845,3,13,20-10-2023,03-12-2023,114739,2428582,71418,Pending,UPI
1673,3330,6,16,26-09-2025,13-10-2025,101052,3092520,107480,Cancelled,Loan
1674,3870,6,38,15-03-2024,23-04-2024,199506,3184722,15278,Delivered,Card
1675,4127,3,8,21-08-2025,03-10-2025,50024,2384268,115732,Delivered,Net Banking
1676,2665,11,31,16-02-2026,25-03-2026,174804,1101649,48351,Pending,Net Banking
1677,3481,4,4,09-12-2023,20-01-2024,169447,967091,132909,Delivered,Card
1678,3583,7,27,22-03-2024,28-03-2024,199260,1359055,140945,Pending,Loan
1679,2745,1,4,07-08-2024,30-08-2024,145367,1717271,82729,Delivered,Net Banking
1680,1151,10,26,21-01-2025,05-02-2025,71414,832870,17130,Delivered,Net Banking
1681,1895,12,12,14-05-2026,28-05-2026,143242,1483895,116105,Delivered,Card
1682,2832,5,25,23-02-2026,15-03-2026,137180,2785885,14115,Delivered,UPI
1683,2878,7,32,05-11-2024,17-11-2024,170275,1472257,27743,Delivered,Card
1684,4785,9,29,10-04-2024,25-04-2024,132767,867135,82865,Delivered,Net Banking
1685,281,9,33,16-04-2026,10-05-2026,179720,938127,11873,Delivered,Loan
1686,1643,12,36,16-02-2024,21-02-2024,101326,1494432,105568,Delivered,Loan
1687,3910,3,28,07-05-2026,14-06-2026,147244,2433135,66865,Delivered,Net Banking
1688,197,6,6,23-07-2024,09-08-2024,157150,3178088,21912,Delivered,Net Banking
1689,1489,2,9,24-01-2024,03-03-2024,133249,1662015,37985,Delivered,Card
1690,4529,8,2,25-12-2025,10-01-2026,186496,1163253,136747,Pending,Card
1691,3685,10,36,22-06-2023,06-07-2023,125703,810735,39265,Pending,Card
1692,2541,2,15,29-01-2024,04-03-2024,175683,1662888,37112,Delivered,Net Banking
1693,1575,10,3,17-06-2025,25-07-2025,189118,742488,107512,Delivered,Net Banking
1694,4582,5,33,13-04-2024,01-05-2024,185237,2678576,121424,Pending,Net Banking
1695,3630,3,13,22-06-2023,31-07-2023,161559,2386541,113459,Delivered,Net Banking
1696,377,7,31,16-08-2023,20-09-2023,141723,1392642,107358,Delivered,Net Banking
1697,1995,12,21,17-08-2024,09-09-2024,50787,1563659,36341,Delivered,Net Banking
1698,3944,11,9,03-01-2026,30-01-2026,126982,1136871,13129,Delivered,Loan
1699,4368,11,40,23-08-2025,29-09-2025,56760,1123042,26958,Delivered,Loan
1700,2666,9,29,03-08-2023,17-08-2023,139813,884628,65372,Delivered,Loan
1701,2948,8,10,19-11-2024,26-11-2024,55578,1152009,147991,Delivered,UPI
1702,135,5,6,17-02-2026,17-03-2026,172398,2774464,25536,Delivered,Loan
1703,4751,4,8,23-09-2025,23-10-2025,53611,990654,109346,Delivered,UPI
1704,3508,11,8,30-08-2023,09-09-2023,146134,1050013,99987,Delivered,Net Banking
1705,732,4,19,30-08-2025,05-09-2025,165461,1017782,82218,Delivered,Loan
1706,369,1,3,09-03-2026,02-04-2026,194702,1701995,98005,Delivered,Card
1707,1066,11,31,03-03-2026,09-03-2026,199600,1033534,116466,Delivered,UPI
1708,3150,5,39,16-01-2024,09-02-2024,137040,2726563,73437,Delivered,Loan
1709,4147,1,15,06-04-2025,06-05-2025,197435,1734645,65355,Delivered,Loan
1710,3992,3,11,11-01-2026,04-02-2026,135251,2394889,105111,Delivered,UPI
1711,3970,1,34,28-07-2025,16-08-2025,141613,1728210,71790,Delivered,Loan
1712,1508,5,18,30-01-2026,16-03-2026,155218,2683315,116685,Delivered,UPI
1713,333,12,3,31-03-2025,21-04-2025,105500,1496424,103576,Delivered,UPI
1714,2239,12,36,02-02-2024,12-03-2024,179974,1480655,119345,Delivered,Loan
1715,856,5,1,19-08-2023,29-09-2023,78702,2691309,108691,Delivered,UPI
1716,4626,10,33,06-12-2024,08-01-2025,69271,784752,65248,Delivered,UPI
1717,4834,9,8,29-03-2025,28-04-2025,189802,833495,116505,Pending,UPI
1718,1826,1,15,26-06-2024,10-08-2024,149543,1712915,87085,Delivered,Card
1719,4502,2,24,15-08-2024,23-08-2024,149882,1663485,36515,Delivered,Loan
1720,3350,7,10,08-03-2024,05-04-2024,110721,1374869,125131,Delivered,Loan
1721,1795,7,7,25-06-2024,08-07-2024,155495,1374297,125703,Delivered,Net Banking
1722,3234,3,11,23-11-2024,04-01-2025,180592,2397030,102970,Delivered,Loan
1723,4001,5,24,02-10-2025,09-10-2025,197867,2774291,25709,Delivered,Net Banking
1724,981,8,15,28-11-2025,17-12-2025,138303,1266525,33475,Delivered,UPI
1725,3476,1,18,09-03-2024,25-03-2024,71623,1689690,110310,Delivered,Loan
1726,3669,2,27,07-01-2026,02-02-2026,119444,1680330,19670,Delivered,UPI
1727,3031,3,28,18-10-2024,08-11-2024,140440,2415570,84430,Delivered,Card
1728,4912,7,39,11-04-2026,04-05-2026,117358,1393240,106760,Delivered,UPI
1729,1796,12,30,23-06-2024,02-08-2024,116660,1578325,21675,Delivered,Net Banking
1730,3511,3,2,06-07-2025,18-08-2025,193545,2440363,59637,Cancelled,Net Banking
1731,2020,10,26,02-02-2024,27-02-2024,131909,796804,53196,Cancelled,Net Banking
1732,3416,1,32,31-05-2024,23-06-2024,131524,1758264,41736,Delivered,Loan
1733,28,3,28,12-08-2023,24-08-2023,142354,2440105,59895,Delivered,Card
1734,2667,6,22,12-01-2026,10-02-2026,196010,3167374,32626,Delivered,Net Banking
1735,1249,2,14,10-07-2025,18-08-2025,82212,1622936,77064,Cancelled,Loan
1736,2824,2,1,28-09-2023,08-11-2023,121609,1597838,102162,Pending,Loan
1737,1159,8,22,13-12-2025,18-12-2025,155372,1193586,106414,Pending,UPI
1738,4183,5,34,06-12-2024,22-12-2024,164976,2786529,13471,Delivered,UPI
1739,1240,7,13,22-11-2023,10-12-2023,58550,1409561,90439,Delivered,Card
1740,1736,8,34,08-07-2025,19-07-2025,89700,1224928,75072,Delivered,Card
1741,3698,4,16,15-06-2023,29-06-2023,82866,982672,117328,Delivered,Net Banking
1742,3597,5,28,20-10-2024,03-12-2024,182804,2701987,98013,Delivered,UPI
1743,4757,11,19,19-05-2025,17-06-2025,170010,1022993,127007,Delivered,Card
1744,4712,5,18,25-06-2025,07-08-2025,69116,2739175,60825,Delivered,Net Banking
1745,2840,11,32,16-10-2024,31-10-2024,157182,1034281,115719,Delivered,UPI
1746,2707,4,26,14-05-2024,15-06-2024,181437,974883,125117,Delivered,Card
1747,261,4,5,20-05-2024,19-06-2024,104104,1057641,42359,Cancelled,Net Banking
1748,3688,10,1,13-12-2023,08-01-2024,129274,776214,73786,Delivered,Card
1749,4544,11,35,10-06-2023,29-06-2023,102351,1090347,59653,Delivered,Loan
1750,786,9,2,06-01-2024,17-01-2024,155595,835664,114336,Delivered,UPI
1751,1291,4,28,14-11-2023,27-11-2023,81256,1074712,25288,Cancelled,Card
1752,4103,9,40,01-07-2025,29-07-2025,68864,889158,60842,Delivered,Loan
1753,1975,10,31,04-08-2024,12-09-2024,144235,815294,34706,Delivered,Loan
1754,710,6,38,28-01-2024,07-02-2024,148980,3184367,15633,Delivered,UPI
1755,4097,7,12,21-07-2025,10-08-2025,142593,1390371,109629,Delivered,Net Banking
1756,311,3,27,05-07-2023,21-07-2023,131510,2452369,47631,Cancelled,Net Banking
1757,4524,11,39,30-04-2025,13-05-2025,138313,1102093,47907,Delivered,Card
1758,3492,11,7,17-07-2025,06-08-2025,61301,1051566,98434,Pending,Card
1759,533,1,34,09-09-2024,02-10-2024,70286,1781306,18694,Delivered,Net Banking
1760,4768,8,2,13-09-2023,13-10-2023,187220,1254363,45637,Delivered,Net Banking
1761,2899,3,28,30-09-2023,07-11-2023,159680,2386281,113719,Pending,UPI
1762,4370,4,27,11-06-2025,21-07-2025,152585,1065636,34364,Delivered,Card
1763,932,5,3,25-11-2023,28-12-2023,173481,2730747,69253,Pending,UPI
1764,4305,11,30,25-10-2024,04-11-2024,101821,1066450,83550,Delivered,Card
1765,83,10,10,30-05-2023,05-06-2023,139466,826356,23644,Cancelled,Net Banking
1766,1451,7,3,05-06-2023,10-07-2023,96470,1488094,11906,Pending,Loan
1767,4035,5,33,14-03-2025,08-04-2025,187215,2672328,127672,Delivered,Card
1768,518,4,11,26-08-2023,29-09-2023,189709,1030124,69876,Delivered,Loan
1769,1427,3,39,20-10-2023,07-11-2023,85437,2444670,55330,Delivered,Card
1770,2687,5,3,23-12-2024,04-01-2025,115227,2712218,87782,Delivered,Loan
1771,4009,6,19,26-04-2024,16-05-2024,182608,3167635,32365,Delivered,Loan
1772,2958,10,18,13-01-2026,16-02-2026,65055,826340,23660,Delivered,Card
1773,2209,7,14,08-11-2023,08-12-2023,187164,1382235,117765,Delivered,Loan
1774,2945,11,24,19-12-2024,25-12-2024,138128,1066563,83437,Delivered,Net Banking
1775,2957,1,1,07-05-2025,12-06-2025,58217,1668163,131837,Delivered,UPI
1776,1543,2,29,13-06-2025,27-06-2025,70395,1665099,34901,Delivered,Loan
1777,4814,12,33,18-04-2025,23-04-2025,100579,1515879,84121,Delivered,UPI
1778,3071,11,27,25-12-2025,05-02-2026,119374,1029763,120237,Delivered,UPI
1779,684,5,26,04-05-2025,10-05-2025,102401,2766241,33759,Pending,Card
1780,2678,3,1,20-12-2025,21-01-2026,95652,2446385,53615,Cancelled,Net Banking
1781,447,11,37,19-11-2025,07-12-2025,151643,1119747,30253,Delivered,Card
1782,3165,7,15,09-08-2025,28-08-2025,149389,1459337,40663,Delivered,UPI
1783,4504,3,13,16-01-2024,27-01-2024,66726,2487955,12045,Delivered,Net Banking
1784,992,10,38,04-03-2024,27-03-2024,171925,757049,92951,Pending,Loan
1785,379,6,8,24-04-2026,06-06-2026,57560,3095110,104890,Delivered,UPI
1786,47,6,27,01-10-2024,03-11-2024,143876,3128986,71014,Delivered,Net Banking
1787,1851,6,39,29-08-2025,26-09-2025,173690,3167187,32813,Delivered,Card
1788,2962,3,17,20-05-2025,01-06-2025,57374,2427136,72864,Delivered,Card
1789,4320,7,31,02-12-2023,13-12-2023,154032,1475760,24240,Delivered,Net Banking
1790,178,3,19,29-03-2025,10-05-2025,100664,2446063,53937,Delivered,Net Banking
1791,3607,8,19,01-03-2025,11-03-2025,61493,1211091,88909,Delivered,UPI
1792,4083,6,13,31-10-2025,14-11-2025,180020,3156314,43686,Cancelled,Net Banking
1793,2850,3,26,18-05-2024,30-05-2024,188129,2407187,92813,Delivered,UPI
1794,3286,12,36,16-04-2024,06-05-2024,175134,1564144,35856,Pending,Loan
1795,929,2,5,26-07-2023,16-08-2023,118968,1647407,52593,Delivered,Loan
1796,4103,5,24,01-05-2024,25-05-2024,165238,2680826,119174,Delivered,Card
1797,3635,2,31,11-07-2024,01-08-2024,50143,1665776,34224,Delivered,Net Banking
1798,4892,6,20,01-12-2023,26-12-2023,192278,3175975,24025,Delivered,UPI
1799,1574,5,1,26-01-2025,07-02-2025,179216,2766208,33792,Delivered,UPI
1800,3781,1,25,09-09-2025,20-09-2025,59639,1735921,64079,Delivered,Card
1801,3703,4,35,03-06-2024,22-06-2024,186930,1066283,33717,Delivered,UPI
1802,3728,3,2,29-08-2025,18-09-2025,173241,2406665,93335,Delivered,Loan
1803,3457,5,1,29-06-2023,05-07-2023,199352,2773315,26685,Delivered,Loan
1804,2382,3,26,11-03-2026,19-03-2026,194953,2375263,124737,Cancelled,Card
1805,2384,2,8,27-02-2024,29-03-2024,103942,1616558,83442,Delivered,Card
1806,2482,11,5,04-03-2026,16-03-2026,174001,1073553,76447,Delivered,Loan
1807,3243,7,10,23-08-2023,14-09-2023,88235,1351544,148456,Delivered,UPI
1808,3486,5,9,20-03-2026,29-03-2026,160815,2769230,30770,Pending,Loan
1809,3280,1,15,29-01-2026,08-03-2026,75636,1698851,101149,Delivered,Loan
1810,1220,4,18,11-01-2024,12-02-2024,133519,987526,112474,Delivered,Net Banking
1811,2349,7,17,16-11-2023,11-12-2023,111242,1440632,59368,Delivered,Net Banking
1812,2215,10,21,05-08-2023,10-08-2023,58842,727240,122760,Delivered,Loan
1813,848,2,14,15-10-2025,19-11-2025,108658,1662678,37322,Delivered,Loan
1814,3484,12,16,11-10-2025,25-11-2025,53114,1562427,37573,Pending,UPI
1815,3962,9,28,01-05-2026,11-06-2026,168716,855792,94208,Delivered,UPI
1816,914,9,34,25-03-2026,13-04-2026,121903,936412,13588,Delivered,Loan
1817,2280,11,19,18-06-2025,24-07-2025,180628,1059669,90331,Delivered,Loan
1818,1826,6,39,09-04-2024,14-05-2024,163251,3124829,75171,Delivered,Net Banking
1819,283,2,28,24-03-2026,30-04-2026,90956,1595563,104437,Cancelled,Loan
1820,1978,2,31,20-12-2023,14-01-2024,116614,1677213,22787,Pending,Card
1821,3882,1,6,04-08-2023,16-08-2023,135845,1654121,145879,Delivered,Net Banking
1822,2201,11,2,25-02-2024,09-04-2024,94342,1046030,103970,Delivered,Loan
1823,2903,1,39,23-11-2023,20-12-2023,199557,1663361,136639,Delivered,UPI
1824,4347,5,29,29-04-2024,13-05-2024,154391,2687615,112385,Delivered,Net Banking
1825,1684,12,39,28-07-2025,09-09-2025,125502,1544935,55065,Delivered,UPI
1826,741,10,23,09-07-2025,31-07-2025,149937,830764,19236,Delivered,Net Banking
1827,4201,11,40,07-11-2024,13-11-2024,189654,1006170,143830,Pending,UPI
1828,3226,9,13,21-03-2025,31-03-2025,89345,907825,42175,Pending,UPI
1829,3772,10,22,13-09-2025,26-10-2025,195335,803420,46580,Delivered,Card
1830,1718,4,6,13-02-2024,29-02-2024,152281,1003670,96330,Delivered,Card
1831,2837,1,14,15-02-2024,24-03-2024,162438,1699814,100186,Delivered,Card
1832,3773,12,8,29-12-2024,19-01-2025,99670,1565902,34098,Delivered,Card
1833,4070,11,32,17-05-2024,03-06-2024,102835,1102259,47741,Delivered,Net Banking
1834,1905,12,32,17-12-2024,07-01-2025,76537,1542841,57159,Delivered,Loan
1835,1238,1,39,28-11-2023,19-12-2023,59092,1741468,58532,Delivered,Card
1836,3942,5,8,10-04-2026,08-05-2026,169365,2656783,143217,Delivered,Loan
1837,1176,6,4,19-08-2025,14-09-2025,136509,3154364,45636,Delivered,UPI
1838,4708,6,23,16-02-2025,28-03-2025,179596,3061105,138895,Delivered,Card
1839,3239,5,12,16-07-2023,21-08-2023,170673,2734726,65274,Delivered,Net Banking
1840,1221,4,34,25-09-2024,09-11-2024,160696,1063905,36095,Pending,UPI
1841,1046,10,10,27-01-2026,06-02-2026,134048,777255,72745,Delivered,UPI
1842,1961,11,14,16-09-2024,24-09-2024,57702,1111976,38024,Delivered,Card
1843,3056,11,3,04-11-2025,20-11-2025,156169,1071808,78192,Pending,Loan
1844,4304,5,7,04-01-2025,19-01-2025,86551,2734654,65346,Cancelled,Card
1845,1486,4,11,27-07-2023,03-08-2023,115344,963098,136902,Delivered,Loan
1846,3888,1,37,30-12-2025,23-01-2026,77479,1735684,64316,Delivered,UPI
1847,4316,6,36,05-03-2024,07-04-2024,103766,3053901,146099,Delivered,Card
1848,1015,4,8,30-07-2023,31-08-2023,86846,1041293,58707,Delivered,UPI
1849,4226,1,40,19-03-2026,01-05-2026,167014,1735176,64824,Delivered,UPI
1850,1900,2,29,21-04-2025,30-05-2025,120767,1610939,89061,Delivered,Card
1851,4427,1,13,06-03-2025,08-04-2025,164732,1717044,82956,Cancelled,Card
1852,4455,2,7,08-09-2024,27-09-2024,166755,1635248,64752,Delivered,Loan
1853,4710,5,26,01-12-2024,16-12-2024,146009,2709732,90268,Delivered,UPI
1854,3602,8,1,28-05-2023,02-06-2023,110984,1205886,94114,Pending,Loan
1855,4160,9,9,28-12-2025,15-01-2026,194643,870847,79153,Delivered,UPI
1856,4188,1,36,13-11-2025,29-11-2025,185652,1729093,70907,Pending,UPI
1857,1117,12,35,08-08-2024,30-08-2024,176155,1460985,139015,Delivered,Card
1858,2791,9,32,23-08-2024,19-09-2024,171765,882543,67457,Delivered,Loan
1859,3492,5,7,08-06-2023,03-07-2023,106718,2728434,71566,Delivered,Net Banking
1860,133,7,27,31-08-2025,01-10-2025,65952,1360654,139346,Delivered,Net Banking
1861,1747,4,6,19-10-2023,30-10-2023,162918,1071889,28111,Delivered,UPI
1862,4836,6,22,10-07-2025,29-07-2025,114199,3183300,16700,Delivered,UPI
1863,1560,5,4,17-05-2024,05-06-2024,179209,2662162,137838,Delivered,Net Banking
1864,69,4,32,04-07-2024,14-08-2024,57204,1034634,65366,Delivered,Card
1865,417,1,19,07-02-2025,07-03-2025,83971,1654378,145622,Delivered,Card
1866,791,7,12,04-06-2024,26-06-2024,128268,1372359,127641,Delivered,Net Banking
1867,4579,5,31,09-06-2024,29-06-2024,144420,2751352,48648,Cancelled,Loan
1868,497,7,22,28-01-2026,10-02-2026,137893,1483689,16311,Delivered,Card
1869,3151,8,40,23-08-2024,07-10-2024,83917,1258636,41364,Delivered,Net Banking
1870,1302,12,3,30-09-2025,13-11-2025,174960,1499408,100592,Delivered,UPI
1871,1919,6,21,03-01-2024,08-01-2024,198994,3164123,35877,Delivered,Net Banking
1872,4421,12,17,19-05-2025,10-06-2025,164146,1505634,94366,Delivered,Net Banking
1873,4413,2,29,16-09-2025,07-10-2025,98614,1612819,87181,Delivered,Loan
1874,2133,1,24,08-09-2023,18-09-2023,135414,1693032,106968,Delivered,Loan
1875,79,10,12,06-02-2026,14-02-2026,153168,809318,40682,Delivered,Loan
1876,4927,12,39,22-09-2025,12-10-2025,56301,1580711,19289,Delivered,Loan
