service_id,vehicle_id,customer_id,service_date,service_type,service_cost,dealer_id,satisfaction_score
5236,7,511,08-10-2024,Wheel Alignment,17168,31,1
5237,11,2926,16-07-2025,Engine Repair,37790,23,4
5238,3,3512,11-02-2024,Wheel Alignment,29020,12,4
5239,6,1571,26-06-2024,Brake Service,32620,14,5
5240,1,1632,03-07-2024,Brake Service,21139,39,5
5241,8,3954,17-07-2023,Oil Change,34562,34,1
5242,4,2425,17-03-2025,Oil Change,39185,40,3
5243,5,1114,17-09-2025,Engine Repair,31805,34,2
5244,8,1303,06-10-2024,Wheel Alignment,34394,37,5
5245,5,3012,27-06-2023,General Service,14153,31,5
5246,12,3642,02-11-2024,Brake Service,22536,27,3
5247,11,3977,05-05-2024,Wheel Alignment,31579,20,1
5248,10,4672,19-07-2023,Engine Repair,32818,38,1
5249,10,1044,27-07-2023,Wheel Alignment,34412,2,1
5250,4,3040,11-03-2026,Battery Replacement,20313,7,5
5251,12,3938,22-06-2025,Brake Service,13191,21,5
5252,12,4065,14-11-2025,Brake Service,10116,9,2
5253,6,4840,31-05-2023,Battery Replacement,24811,2,3
5254,11,480,02-02-2024,General Service,28405,14,2
5255,12,693,18-10-2023,Engine Repair,8703,17,1
5256,4,177,12-06-2023,Oil Change,16028,13,3
5257,4,819,24-01-2025,General Service,40715,1,5
5258,9,179,23-02-2026,Wheel Alignment,6095,29,4
5259,9,3015,14-01-2025,Battery Replacement,31084,33,2
5260,4,451,11-02-2025,Battery Replacement,38220,2,3
5261,5,4628,13-03-2026,General Service,22710,15,3
5262,8,1663,29-04-2026,General Service,7943,15,3
5263,5,181,25-05-2025,Battery Replacement,9150,8,3
5264,11,4676,15-07-2023,General Service,33351,7,5
5265,4,4689,03-03-2025,Oil Change,31486,11,4
5266,4,2627,27-11-2024,Engine Repair,14449,26,2
5267,12,3137,18-08-2025,Oil Change,37537,29,5
5268,12,2854,02-03-2026,Oil Change,30176,32,5
5269,9,4435,28-11-2024,Battery Replacement,21183,28,4
5270,3,3988,04-07-2025,Brake Service,13339,16,1
5271,6,1919,30-10-2023,Wheel Alignment,15122,14,2
5272,1,1488,09-01-2025,Engine Repair,36051,30,1
5273,9,478,25-03-2024,Battery Replacement,26042,37,4
5274,3,3332,10-01-2025,Battery Replacement,10052,38,1
5275,10,1100,19-03-2025,General Service,28762,12,1
5276,6,846,10-10-2024,Battery Replacement,24977,10,5
5277,10,658,12-07-2023,Brake Service,25973,16,5
5278,1,1287,01-02-2025,General Service,25395,17,3
5279,4,4054,18-06-2024,Engine Repair,29202,4,4
5280,4,2340,26-02-2024,General Service,25500,26,4
5281,4,2376,12-09-2025,General Service,32108,25,5
5282,2,175,09-02-2025,Battery Replacement,17698,9,1
5283,9,4511,19-04-2025,Battery Replacement,31320,37,2
5284,2,3362,20-01-2025,Oil Change,18673,4,1
5285,7,1768,09-01-2025,General Service,23608,20,2
5286,8,1141,27-09-2024,Brake Service,17433,24,5
5287,5,3549,21-12-2023,Brake Service,25086,1,4
5288,6,4206,29-09-2023,Wheel Alignment,34403,22,3
5289,4,4918,27-09-2023,Battery Replacement,4638,7,2
5290,11,2396,21-04-2024,Brake Service,23938,19,1
5291,8,3887,06-08-2024,Engine Repair,32482,26,5
5292,1,3189,21-05-2024,Wheel Alignment,20247,5,5
5293,9,4700,08-10-2024,General Service,9027,33,1
5294,8,2249,30-07-2024,Wheel Alignment,27270,9,1
5295,10,54,04-09-2023,Wheel Alignment,5500,38,1
5296,11,4257,18-07-2023,Brake Service,16048,28,4
5297,6,1843,19-09-2023,Oil Change,14862,27,3
5298,12,2851,21-01-2025,Battery Replacement,10762,3,3
5299,11,590,06-01-2025,Engine Repair,15926,11,4
5300,8,4690,12-03-2025,Wheel Alignment,12752,20,4
5301,9,4670,01-10-2025,Wheel Alignment,23303,29,2
5302,1,3241,14-04-2026,Oil Change,44065,33,3
5303,2,4240,09-07-2025,General Service,35948,21,5
5304,2,1449,18-02-2026,General Service,35691,26,5
5305,10,2499,11-12-2024,Engine Repair,5443,8,3
5306,6,382,28-06-2025,Battery Replacement,26174,39,4
5307,4,717,28-09-2024,Battery Replacement,4217,16,2
5308,5,4979,08-09-2023,General Service,13042,18,5
5309,3,3537,08-02-2026,Engine Repair,39568,10,2
5310,6,1507,10-04-2025,Battery Replacement,19376,30,5
5311,2,2881,06-06-2024,Wheel Alignment,33987,38,5
5312,2,3716,22-10-2024,General Service,14729,21,4
5313,12,343,06-09-2024,Oil Change,23164,4,2
5314,8,4825,26-02-2024,Engine Repair,31086,18,3
5315,11,159,07-12-2024,Engine Repair,25171,2,3
5316,5,2860,23-09-2024,Wheel Alignment,41862,29,5
5317,9,1042,02-09-2024,Wheel Alignment,18002,9,3
5318,8,1385,19-08-2025,Engine Repair,27130,16,3
5319,12,2966,18-05-2024,Engine Repair,15402,12,2
5320,4,3409,13-11-2023,General Service,24125,30,3
5321,2,4789,13-07-2023,Wheel Alignment,8336,38,3
5322,4,2525,09-07-2025,Brake Service,17670,40,2
5323,7,4212,01-07-2023,Brake Service,31608,37,4
5324,1,882,10-12-2023,Wheel Alignment,12650,17,1
5325,7,2489,05-05-2024,Wheel Alignment,26145,13,3
5326,10,1852,16-07-2025,General Service,39531,31,1
5327,11,3190,15-02-2024,Brake Service,6936,36,4
5328,4,3202,06-02-2025,Engine Repair,40518,36,4
5329,9,1177,03-12-2025,Engine Repair,9612,6,3
5330,12,1901,05-10-2025,Wheel Alignment,29741,6,2
5331,2,1374,27-07-2024,Engine Repair,11251,25,3
5332,11,4585,18-10-2025,Wheel Alignment,20676,17,3
5333,3,2448,09-05-2025,Wheel Alignment,42060,19,5
5334,9,4109,09-10-2024,Engine Repair,26425,8,5
5335,5,4093,16-02-2025,Engine Repair,25476,15,3
5336,8,1434,23-07-2023,Brake Service,30972,36,4
5337,3,2372,19-01-2025,Battery Replacement,37071,14,5
5338,7,2530,09-10-2025,Wheel Alignment,16136,28,1
5339,10,3375,31-12-2024,Brake Service,18966,1,5
5340,9,3109,13-03-2024,Wheel Alignment,31263,11,5
5341,9,2824,02-09-2025,Oil Change,32761,18,4
5342,2,4774,19-05-2025,Brake Service,10673,18,4
5343,7,2039,01-09-2024,General Service,21851,17,5
5344,1,272,06-05-2024,Engine Repair,34156,36,5
5345,11,3601,14-09-2024,General Service,5550,4,4
5346,3,232,06-08-2025,Brake Service,14942,39,2
5347,6,2771,23-11-2024,Battery Replacement,39457,19,4
5348,9,2281,21-07-2025,Brake Service,27942,3,3
5349,10,1711,11-07-2024,Oil Change,30368,33,1
5350,9,2702,10-03-2024,Engine Repair,43067,39,3
5351,4,2996,05-11-2023,General Service,41711,4,5
5352,10,1223,12-12-2023,Engine Repair,8305,38,3
5353,7,3105,15-09-2025,Oil Change,40402,25,5
5354,10,1583,21-07-2023,Battery Replacement,10751,10,5
5355,12,2977,20-04-2025,Brake Service,32550,9,5
5356,4,2025,07-05-2026,General Service,2042,28,3
5357,8,4220,16-04-2024,Engine Repair,37302,2,4
5358,7,2527,10-07-2023,General Service,43928,17,5
5359,7,3588,19-04-2026,Brake Service,23510,24,2
5360,7,3318,10-06-2023,Wheel Alignment,17146,20,5
5361,11,1076,16-05-2025,Wheel Alignment,37573,11,3
5362,4,462,22-04-2024,Engine Repair,2985,17,5
5363,3,1199,03-09-2025,General Service,2436,6,4
5364,9,999,16-02-2026,Engine Repair,26094,25,2
5365,11,686,14-04-2026,Battery Replacement,34914,11,1
5366,8,4278,28-07-2025,Brake Service,24960,17,1
5367,1,1036,23-10-2024,Engine Repair,33906,15,2
5368,3,1871,14-07-2023,Battery Replacement,40835,24,2
5369,7,1124,04-07-2023,Wheel Alignment,6460,3,5
5370,9,3112,02-08-2024,Oil Change,3149,13,1
5371,10,617,28-01-2024,Oil Change,25466,34,4
5372,9,2559,01-01-2024,Brake Service,27364,18,4
5373,4,1174,23-10-2025,Brake Service,14724,18,2
5374,10,1951,09-08-2025,Engine Repair,42217,29,3
5375,4,795,01-11-2023,Brake Service,25358,37,4
5376,11,4713,26-08-2024,General Service,11360,40,4
5377,3,467,12-10-2024,Oil Change,29812,4,4
5378,2,3959,05-07-2023,Brake Service,16220,12,1
5379,8,4222,01-06-2025,Battery Replacement,19797,1,1
5380,1,2263,25-12-2024,Wheel Alignment,16181,16,4
5381,11,318,10-10-2025,Battery Replacement,30857,35,4
5382,2,4087,21-09-2023,Battery Replacement,3880,34,2
5383,3,1263,08-04-2025,Oil Change,36194,14,4
5384,12,4344,31-08-2023,Battery Replacement,17081,28,2
5385,2,3860,01-01-2024,Oil Change,26287,13,3
5386,3,987,23-02-2025,Battery Replacement,5380,32,1
5387,4,4900,20-11-2024,Battery Replacement,43907,18,1
5388,9,664,30-11-2024,General Service,28060,28,1
5389,9,4095,18-09-2024,General Service,21506,3,3
5390,1,3355,03-08-2025,Engine Repair,24293,14,5
5391,6,834,24-05-2023,General Service,29594,18,4
5392,1,846,19-08-2024,Wheel Alignment,20490,1,3
5393,10,3720,06-07-2024,Oil Change,6109,8,2
5394,8,4921,23-11-2025,Engine Repair,33702,17,4
5395,8,1820,08-03-2024,Wheel Alignment,42521,3,4
5396,2,443,08-03-2024,Engine Repair,18133,38,2
5397,1,74,06-06-2023,General Service,14252,17,2
5398,10,4083,08-01-2026,Battery Replacement,36099,34,3
5399,12,4094,20-02-2024,Battery Replacement,31949,40,3
5400,4,129,12-09-2025,General Service,10770,1,5
5401,5,3663,29-07-2024,Oil Change,23380,25,5
5402,12,486,24-08-2024,Battery Replacement,3784,14,2
5403,4,1468,16-06-2023,Brake Service,21381,15,4
5404,11,2714,27-01-2024,Battery Replacement,32899,40,1
5405,2,2602,30-12-2024,Brake Service,34941,38,2
5406,8,4177,02-02-2025,Oil Change,35782,26,1
5407,4,133,10-02-2024,Battery Replacement,9433,23,3
5408,10,3790,17-02-2024,Oil Change,9331,39,5
5409,10,3851,23-08-2024,Wheel Alignment,37172,28,3
5410,1,1320,29-10-2025,Engine Repair,35776,32,5
5411,6,759,30-07-2024,Battery Replacement,2698,10,1
5412,1,2172,06-03-2025,Engine Repair,43885,23,3
5413,2,171,16-03-2025,Engine Repair,3318,31,4
5414,5,2725,03-02-2024,Oil Change,6905,34,4
5415,4,1144,13-01-2025,Brake Service,30941,22,5
5416,9,4366,29-09-2024,Brake Service,10728,36,2
5417,10,3498,10-12-2023,Engine Repair,29108,33,1
5418,5,521,17-12-2024,Wheel Alignment,27738,35,4
5419,7,1344,27-04-2026,Brake Service,10939,3,4
5420,3,4066,14-08-2025,General Service,3530,23,2
5421,3,3423,03-07-2025,General Service,22156,3,4
5422,2,415,06-01-2024,Brake Service,32533,29,1
5423,8,2315,21-04-2026,Wheel Alignment,6231,36,5
5424,6,2661,17-07-2025,General Service,33743,20,1
5425,2,4790,12-10-2023,Brake Service,26262,12,4
5426,10,165,24-01-2026,Battery Replacement,33010,2,3
5427,4,74,03-10-2025,General Service,18983,29,3
5428,4,4167,28-08-2023,General Service,8048,31,3
5429,11,1296,24-01-2026,Brake Service,34944,26,4
5430,1,29,22-02-2025,Battery Replacement,15770,32,2
5431,1,3048,21-03-2025,Wheel Alignment,43758,10,1
5432,11,2558,04-10-2025,Wheel Alignment,36149,19,2
5433,4,2836,22-12-2023,Oil Change,26084,25,3
5434,12,4727,17-03-2025,General Service,42393,8,1
5435,2,3097,07-01-2025,Wheel Alignment,15987,12,1
5436,1,1458,10-01-2025,Wheel Alignment,20767,40,3
5437,2,2344,12-03-2024,Oil Change,5097,19,2
5438,11,2259,17-04-2026,Wheel Alignment,38987,17,4
5439,12,4591,23-10-2023,Brake Service,22693,30,5
5440,10,3229,13-01-2026,Battery Replacement,33875,17,3
5441,2,887,25-12-2024,General Service,31696,37,5
5442,10,1872,26-07-2025,Wheel Alignment,32806,33,5
5443,4,1331,16-04-2026,Brake Service,25557,15,1
5444,8,4073,25-10-2023,Brake Service,27670,26,4
5445,1,3064,05-10-2024,Brake Service,34554,5,4
5446,6,4374,23-11-2025,Oil Change,4202,11,2
5447,10,1123,09-02-2024,Engine Repair,14114,34,2
5448,12,1562,19-06-2023,Brake Service,19470,31,2
5449,3,4159,13-08-2025,Brake Service,21054,18,5
5450,12,3954,08-05-2024,Engine Repair,43997,20,3
5451,8,2423,25-12-2023,Wheel Alignment,13186,3,2
5452,1,4986,09-07-2023,Battery Replacement,19268,39,1
5453,9,2049,03-08-2023,General Service,24789,23,3
5454,3,1813,14-11-2025,General Service,17793,30,1
5455,12,2908,08-06-2025,Brake Service,2200,14,4
5456,11,4953,22-01-2026,Engine Repair,6895,19,5
5457,2,2979,31-03-2024,Battery Replacement,36154,15,2
5458,3,3943,26-11-2023,Wheel Alignment,31595,19,2
5459,8,3696,30-06-2025,Engine Repair,29995,22,5
5460,4,2104,09-03-2026,Brake Service,28745,23,1
5461,7,4179,13-04-2025,General Service,12537,36,1
5462,6,263,20-02-2024,Brake Service,18081,21,5
5463,1,3354,09-08-2023,Brake Service,24651,1,5
5464,1,2992,15-02-2025,Brake Service,18774,5,3
5465,4,3750,12-08-2024,Battery Replacement,19492,26,3
5466,8,664,23-11-2024,Brake Service,5340,12,5
5467,1,4037,09-05-2026,Wheel Alignment,4093,33,5
5468,6,1222,01-07-2023,Battery Replacement,42369,7,1
5469,5,348,09-10-2023,Oil Change,18120,2,4
5470,8,2728,12-08-2024,Oil Change,33707,6,2
5471,11,2146,27-10-2025,Wheel Alignment,28188,12,3
5472,10,3549,29-07-2023,General Service,4331,20,5
5473,11,2837,07-05-2025,Oil Change,17158,19,3
5474,12,4821,29-10-2023,Brake Service,44467,37,3
5475,5,390,17-03-2024,General Service,13473,27,1
5476,7,1843,05-05-2024,Oil Change,34217,39,4
5477,7,2401,13-09-2024,General Service,36930,27,2
5478,10,4292,20-05-2025,General Service,21014,4,4
5479,8,1618,13-11-2024,General Service,42096,11,3
5480,10,2240,12-09-2024,Oil Change,8065,15,2
5481,12,4346,10-01-2024,Brake Service,26235,29,1
5482,7,3707,24-09-2024,Engine Repair,41937,13,4
5483,10,4159,16-01-2025,Brake Service,21175,12,4
5484,7,4119,21-11-2023,Engine Repair,12962,13,1
5485,7,1801,25-11-2024,Brake Service,15345,34,2
5486,5,2144,03-11-2023,Brake Service,27115,14,2
5487,6,2250,09-07-2024,Wheel Alignment,26110,29,2
5488,4,623,16-06-2025,Battery Replacement,42592,40,3
5489,8,4119,06-08-2023,Oil Change,15807,14,4
5490,4,896,07-11-2024,General Service,41001,6,5
5491,10,1221,03-02-2026,Brake Service,29452,6,5
5492,7,2435,10-05-2025,Engine Repair,35170,27,1
5493,11,4253,14-09-2023,Battery Replacement,43756,28,3
5494,7,4161,02-01-2024,Wheel Alignment,40692,39,2
5495,7,1730,08-03-2024,General Service,39004,12,5
5496,3,4000,25-01-2026,General Service,35410,22,4
5497,7,4292,25-07-2024,Engine Repair,42459,39,5
5498,12,3600,15-10-2025,Brake Service,23950,36,2
5499,7,1123,21-05-2023,Wheel Alignment,23040,8,3
5500,7,958,18-08-2024,Brake Service,24089,35,2
5501,7,4626,18-11-2025,Engine Repair,27835,24,3
5502,3,1415,08-03-2024,Engine Repair,36437,17,3
5503,7,2878,08-06-2023,Engine Repair,25155,33,4
5504,12,3301,03-09-2024,Battery Replacement,30325,22,5
5505,10,4564,25-06-2024,Oil Change,7192,11,4
5506,2,2558,19-09-2025,Battery Replacement,3062,23,5
5507,9,3806,11-06-2023,General Service,5572,16,5
5508,1,4669,08-08-2024,Oil Change,10802,31,5
5509,4,419,22-08-2024,Battery Replacement,9715,4,2
5510,6,4393,07-02-2026,General Service,34968,17,2
5511,8,659,12-01-2025,Battery Replacement,31983,20,1
5512,10,971,25-02-2026,General Service,29224,15,5
5513,1,4638,01-08-2025,Oil Change,22386,28,3
5514,5,3498,08-10-2023,Engine Repair,11795,13,1
5515,6,3644,12-05-2026,Brake Service,6075,30,2
5516,9,4892,09-10-2023,Oil Change,22809,29,4
5517,12,779,05-06-2025,Oil Change,34110,26,3
5518,6,3609,12-01-2026,Wheel Alignment,41253,34,3
5519,10,2800,28-06-2024,Wheel Alignment,8267,12,1
5520,3,3288,25-10-2024,Brake Service,6414,10,1
5521,1,2662,20-07-2023,Brake Service,27629,15,1
5522,3,1938,15-05-2024,Brake Service,44254,26,2
5523,1,172,16-06-2023,Wheel Alignment,23876,5,1
5524,1,1244,27-06-2025,Wheel Alignment,37282,33,2
5525,12,3782,20-09-2025,Battery Replacement,21973,36,1
5526,6,705,04-03-2026,Wheel Alignment,6765,26,4
5527,5,2985,29-09-2023,Battery Replacement,24583,39,4
5528,4,429,14-11-2025,Oil Change,34649,9,2
5529,8,4218,26-10-2025,Wheel Alignment,19299,21,2
5530,7,2104,02-02-2024,General Service,2048,23,1
5531,1,282,21-03-2025,Oil Change,43710,38,5
5532,3,61,24-12-2024,Battery Replacement,14433,4,5
5533,4,4965,25-06-2025,Oil Change,41666,6,2
5534,8,41,02-04-2024,General Service,25982,28,4
5535,12,820,25-01-2024,Oil Change,2807,28,4
5536,2,1554,08-06-2025,Engine Repair,23901,5,4
5537,11,2441,16-10-2025,Battery Replacement,6073,4,5
5538,9,4067,04-05-2026,General Service,43506,29,2
5539,1,4462,22-10-2025,Battery Replacement,34190,27,5
5540,4,3882,27-05-2025,Engine Repair,31915,15,4
5541,11,1029,26-11-2024,Wheel Alignment,8663,10,5
5542,10,2301,21-06-2025,Oil Change,13887,26,2
5543,12,1545,28-03-2026,Brake Service,27720,25,1
5544,7,2285,21-03-2024,General Service,14626,29,5
5545,10,1281,03-08-2024,Oil Change,8196,30,2
5546,1,3888,14-10-2025,Engine Repair,42255,2,4
5547,10,2276,10-10-2023,Engine Repair,36060,11,5
5548,6,3276,06-07-2023,Brake Service,13653,11,3
5549,9,1560,27-04-2025,General Service,2981,3,1
5550,6,854,18-12-2024,General Service,24862,3,3
5551,9,4467,16-01-2025,Engine Repair,6368,8,4
5552,9,4512,06-07-2024,Wheel Alignment,9790,25,4
5553,12,4866,22-10-2023,Brake Service,8764,34,1
5554,7,113,20-01-2026,Wheel Alignment,19541,3,3
5555,7,887,31-07-2023,Engine Repair,42190,33,2
5556,10,1018,02-01-2024,General Service,32183,10,1
5557,10,2524,31-07-2024,General Service,2731,28,1
5558,6,4213,21-02-2026,Brake Service,16521,36,3
5559,1,4310,15-06-2023,Wheel Alignment,39770,4,4
5560,7,858,05-11-2025,Brake Service,11416,1,5
5561,7,4085,08-10-2023,Oil Change,25625,5,4
5562,5,1618,13-10-2024,General Service,24866,39,3
5563,1,1272,10-03-2026,Engine Repair,3840,37,2
5564,5,3098,30-05-2024,Battery Replacement,27623,7,1
5565,5,4078,04-12-2025,Brake Service,3548,40,5
5566,1,3917,03-04-2024,Brake Service,32562,33,5
5567,10,1401,01-04-2025,Wheel Alignment,26291,2,2
5568,1,4670,31-10-2025,General Service,19907,3,1
5569,10,2274,30-01-2025,Engine Repair,8800,35,3
5570,8,2110,16-05-2025,Wheel Alignment,30195,11,4
5571,10,4541,24-11-2023,Brake Service,16327,16,2
5572,7,3780,31-01-2024,Brake Service,20651,37,1
5573,4,4747,15-11-2024,Oil Change,20613,15,5
5574,6,4958,13-06-2023,Battery Replacement,36878,2,4
5575,1,3614,10-10-2025,Battery Replacement,5139,14,2
5576,9,4805,23-07-2023,Engine Repair,3596,14,5
5577,6,1514,12-02-2025,Oil Change,41924,28,3
5578,6,1549,02-11-2024,Battery Replacement,15989,19,5
5579,1,3084,04-06-2023,Engine Repair,16324,18,5
5580,10,4516,17-03-2024,Engine Repair,33980,24,5
5581,11,49,07-05-2026,Wheel Alignment,9741,4,1
5582,11,3005,18-12-2023,Brake Service,20776,34,1
5583,6,3878,18-08-2025,Wheel Alignment,32519,35,5
5584,11,4598,14-08-2025,Oil Change,19855,7,5
5585,6,1073,28-06-2024,Battery Replacement,17490,13,2
5586,10,190,28-11-2024,Battery Replacement,22909,25,2
5587,9,3470,17-07-2025,Oil Change,38674,40,2
5588,3,4075,08-09-2023,Wheel Alignment,28755,18,3
5589,1,1788,29-09-2025,Battery Replacement,16008,26,2
5590,7,4184,26-06-2025,General Service,4345,28,5
5591,6,1663,01-08-2024,General Service,36660,22,2
5592,12,515,29-07-2023,Oil Change,41913,3,3
5593,2,3329,11-04-2026,Oil Change,22532,13,3
5594,12,1533,21-06-2025,General Service,25402,23,4
5595,12,3358,08-07-2025,Brake Service,31593,7,5
5596,3,663,01-12-2024,Battery Replacement,36049,35,4
5597,5,772,27-03-2025,General Service,40162,12,2
5598,5,3124,24-12-2023,Wheel Alignment,21199,34,4
5599,11,1931,07-04-2025,Engine Repair,40533,23,4
5600,4,1207,13-04-2025,Engine Repair,22544,7,5
5601,9,4750,22-05-2025,Brake Service,40161,37,4
5602,4,3463,13-09-2024,Battery Replacement,15131,38,3
5603,7,2856,02-05-2025,Battery Replacement,11134,26,4
5604,12,614,20-12-2024,Oil Change,12495,18,5
5605,9,1307,03-10-2023,General Service,43600,19,4
5606,4,816,24-09-2024,Wheel Alignment,20956,12,3
5607,12,3092,17-11-2024,Oil Change,9198,8,5
5608,7,2953,17-02-2025,Oil Change,13666,10,1
5609,11,747,07-12-2025,Engine Repair,28835,37,1
5610,4,3859,02-09-2025,Brake Service,41021,1,3
5611,7,397,28-11-2023,Brake Service,19967,17,4
5612,4,731,25-06-2025,Battery Replacement,19926,12,4
5613,6,4617,05-11-2025,Wheel Alignment,19479,21,2
5614,8,3813,07-09-2025,General Service,24564,16,4
5615,8,2635,04-11-2023,Engine Repair,16492,37,4
5616,12,51,06-01-2024,Oil Change,23469,15,2
5617,8,2717,24-01-2026,Oil Change,8425,19,3
5618,10,2263,05-11-2024,Oil Change,8160,18,4
5619,5,3037,02-11-2024,Battery Replacement,2144,38,4
5620,3,4302,06-01-2026,Oil Change,36013,26,3
5621,1,363,21-01-2024,Battery Replacement,28667,33,1
5622,9,1893,24-06-2023,Engine Repair,16606,22,4
5623,8,1469,15-03-2026,Engine Repair,30200,1,2
5624,12,520,16-07-2024,Wheel Alignment,13127,37,3
5625,1,3602,16-02-2024,Oil Change,24581,10,2
5626,11,2358,06-09-2025,Engine Repair,9710,22,1
5627,7,819,31-05-2025,Wheel Alignment,8381,11,2
5628,6,2305,19-12-2025,General Service,22455,31,4
5629,6,3950,31-05-2025,Wheel Alignment,5644,2,3
5630,9,4371,07-09-2023,Brake Service,39091,16,3
5631,5,457,17-02-2024,Battery Replacement,3079,17,3
5632,9,736,13-01-2025,General Service,28307,19,4
5633,4,3723,14-11-2023,Battery Replacement,41445,14,5
5634,3,1342,30-03-2024,Battery Replacement,6263,23,2
5635,4,2047,20-07-2023,Wheel Alignment,23241,16,1
5636,3,4101,30-01-2026,Oil Change,33305,4,4
5637,1,2420,19-11-2024,Oil Change,10974,30,1
5638,12,3638,21-01-2026,General Service,13555,19,3
5639,5,4525,08-08-2024,Brake Service,43811,16,1
5640,9,4960,24-07-2023,General Service,35076,20,5
5641,1,3879,16-10-2023,Oil Change,41989,7,2
5642,2,837,15-02-2025,Oil Change,24600,27,1
5643,10,783,21-03-2025,Brake Service,17584,1,4
5644,3,2943,05-01-2025,Brake Service,28476,29,3
5645,11,1687,17-02-2026,Battery Replacement,13404,19,1
5646,2,4151,03-12-2024,Wheel Alignment,4911,31,2
5647,3,4207,13-10-2023,Battery Replacement,21485,21,1
5648,4,406,19-11-2023,Engine Repair,30074,12,4
5649,5,1397,31-10-2025,Wheel Alignment,32666,27,5
5650,6,783,14-11-2025,General Service,38503,40,5
5651,4,4966,01-12-2024,Battery Replacement,41249,27,2
5652,7,149,06-09-2024,Engine Repair,7899,36,1
5653,1,2328,09-07-2023,General Service,9244,24,2
5654,5,443,31-07-2024,Brake Service,4559,34,3
5655,11,2614,11-04-2024,Battery Replacement,5278,29,5
5656,11,2555,28-04-2026,Oil Change,38324,33,1
5657,9,833,17-10-2025,Brake Service,4244,32,4
5658,3,4529,26-11-2023,General Service,34164,5,3
5659,8,3442,27-04-2024,Wheel Alignment,12518,6,3
5660,3,244,28-07-2024,General Service,4572,34,5
5661,3,1901,25-01-2025,General Service,19211,12,2
5662,3,2012,12-08-2023,Battery Replacement,18708,21,3
5663,1,336,27-11-2024,Oil Change,36638,26,4
5664,11,4619,22-01-2026,Engine Repair,38038,24,2
5665,7,3128,26-01-2026,Battery Replacement,10622,32,2
5666,12,3077,18-06-2023,Oil Change,22731,13,4
5667,4,3319,09-11-2023,Battery Replacement,8635,16,4
5668,7,4073,02-05-2024,Wheel Alignment,4008,5,2
5669,10,403,07-01-2024,Brake Service,43160,15,2
5670,7,513,23-06-2025,Battery Replacement,10083,13,3
5671,5,3001,23-10-2024,Brake Service,23213,15,4
5672,9,3151,24-02-2024,General Service,6769,19,2
5673,3,3384,10-10-2023,Brake Service,16214,4,3
5674,11,1748,10-11-2024,Engine Repair,41901,34,1
5675,10,210,01-07-2023,Engine Repair,29672,5,1
5676,5,1703,22-08-2024,Engine Repair,4050,13,1
5677,4,2419,02-12-2025,Battery Replacement,38029,18,1
5678,3,860,28-09-2024,Brake Service,24712,29,2
5679,1,2924,20-09-2023,Wheel Alignment,19981,16,2
5680,12,2175,26-07-2024,Battery Replacement,43877,20,2
5681,8,2111,16-04-2026,Engine Repair,12102,11,4
5682,2,3879,29-06-2025,Battery Replacement,32475,13,2
5683,5,4702,19-01-2025,Oil Change,41203,34,2
5684,2,731,08-06-2025,Battery Replacement,34508,11,2
5685,6,4444,01-09-2024,General Service,2534,16,4
5686,6,995,04-04-2024,Battery Replacement,35768,17,2
5687,9,361,03-11-2024,Oil Change,35627,7,4
5688,12,4700,28-06-2025,Oil Change,25186,28,5
5689,10,2119,28-12-2024,General Service,23736,2,2
5690,8,26,12-11-2025,Battery Replacement,10321,26,5
5691,5,3401,24-06-2024,Battery Replacement,42401,39,2
5692,5,738,25-11-2023,Brake Service,9148,4,3
5693,3,4298,03-11-2023,Battery Replacement,21941,17,2
5694,7,46,31-12-2023,Oil Change,23777,18,2
5695,5,925,07-04-2025,Engine Repair,36307,27,2
5696,1,1765,15-12-2024,General Service,12009,30,1
5697,2,4699,26-08-2023,Brake Service,31599,10,4
5698,1,2321,03-06-2023,Oil Change,28399,33,3
5699,8,2016,21-02-2026,Battery Replacement,21600,35,2
5700,12,3247,30-12-2025,Engine Repair,2252,16,5
5701,3,3920,01-09-2023,Engine Repair,10643,23,1
5702,10,2925,28-03-2024,Wheel Alignment,37928,11,1
5703,6,3244,08-12-2024,Engine Repair,39267,29,5
5704,9,4385,24-05-2024,Battery Replacement,27884,27,4
5705,10,1287,21-06-2023,Brake Service,41270,33,1
5706,3,503,02-01-2025,Battery Replacement,18567,34,1
5707,4,1378,01-11-2024,Engine Repair,20210,21,4
5708,7,971,15-12-2025,General Service,25157,27,2
5709,5,1125,18-04-2025,General Service,23397,15,1
5710,6,453,08-03-2026,Wheel Alignment,32268,11,5
5711,4,4739,23-01-2024,Engine Repair,18936,11,1
5712,8,599,09-03-2025,Brake Service,20215,39,4
5713,3,2038,19-06-2024,General Service,18602,6,1
5714,9,4768,10-07-2023,Wheel Alignment,21575,38,4
5715,11,254,04-06-2023,Wheel Alignment,38229,32,4
5716,5,3139,05-12-2025,Engine Repair,4860,32,5
5717,6,4500,29-03-2026,Battery Replacement,4107,20,2
5718,10,1339,23-05-2025,General Service,21127,31,4
5719,11,2329,30-07-2025,Wheel Alignment,19181,23,5
5720,4,1534,29-07-2025,Engine Repair,5084,6,2
5721,9,4612,25-10-2025,Wheel Alignment,16105,32,1
5722,10,3335,20-01-2024,Wheel Alignment,6297,19,3
5723,2,4286,17-07-2023,Battery Replacement,18822,36,3
5724,6,2307,14-07-2024,Wheel Alignment,34055,2,4
5725,2,3081,30-06-2023,General Service,12141,27,3
