loan_id,order_id,loan_amount,interest_rate,loan_tenure_months,emi_amount,loan_status,credit_score_band,default_flag
1147,5707,687796,9.96,60,11463.27,Active,Medium,1
1148,4099,900255,8.2,48,18755.31,Active,Low,1
1149,5647,1074413,10.11,36,29844.81,Closed,High,0
1150,5514,889438,10.81,72,12353.31,Active,High,1
1151,6730,454875,12.43,24,18953.12,Closed,Medium,1
1152,12429,1091109,14.26,60,18185.15,Closed,Low,1
1153,11914,502851,10.23,24,20952.12,Active,High,0
1154,8061,1316732,8.09,36,36575.89,Closed,High,0
1155,14246,2627311,10.75,48,54735.65,Active,High,1
1156,3044,2122883,14.14,24,88453.46,Active,Low,1
1157,4895,2216179,9.13,72,30780.26,Active,Medium,0
1158,6792,973605,11.43,24,40566.88,Active,High,0
1159,8411,712753,9.46,60,11879.22,Active,Low,1
1160,4547,929171,9.53,36,25810.31,Active,High,0
1161,2484,1267617,9.24,48,26408.69,Closed,Medium,1
1162,4963,997945,9,36,27720.69,Active,Low,0
1163,14314,815956,10.29,60,13599.27,Active,Medium,1
1164,3548,663750,11.72,48,13828.12,Default,Low,1
1165,4554,974220,10.14,72,13530.83,Active,Medium,1
1166,3014,2411727,8.74,60,40195.45,Active,Medium,0
1167,8723,1379785,10.69,48,28745.52,Active,High,1
1168,6126,630632,11.17,60,10510.53,Closed,Low,0
1169,1912,841973,9.87,48,17541.1,Default,Medium,0
1170,8911,1552711,8.81,24,64696.29,Closed,High,1
1171,11051,638719,13.85,60,10645.32,Active,High,1
1172,1936,2507604,7.58,36,69655.67,Active,Medium,0
1173,4376,902777,10,36,25077.14,Default,Low,1
1174,8787,708544,14.08,24,29522.67,Active,High,1
1175,3195,651178,14.13,48,13566.21,Default,Medium,0
1176,8350,2578657,10.39,72,35814.68,Active,Medium,0
1177,4630,2352572,7.94,36,65349.22,Closed,Low,0
1178,6844,1486474,10.1,24,61936.42,Active,Medium,0
1179,978,1959114,9.06,48,40814.88,Closed,High,1
1180,6683,555646,13.97,24,23151.92,Closed,High,1
1181,14818,738614,12.86,48,15387.79,Default,High,1
1182,12964,610684,10.96,60,10178.07,Active,Medium,1
1183,10639,2589316,13.74,72,35962.72,Active,Low,0
1184,13107,553899,8.21,72,7693.04,Active,High,0
1185,9614,2207842,8.23,48,45996.71,Closed,High,1
1186,9202,569658,8.98,36,15823.83,Default,High,0
1187,9442,1238958,8.65,60,20649.3,Closed,Low,0
1188,3456,524646,12.15,60,8744.1,Active,Medium,0
1189,8318,637670,13.66,48,13284.79,Active,High,1
1190,11472,905447,13.29,60,15090.78,Active,Medium,1
1191,9028,1244803,9.06,48,25933.4,Active,Low,1
1192,13100,889008,10.15,60,14816.8,Closed,Medium,1
1193,3483,2387406,9.81,60,39790.1,Active,Medium,1
1194,3326,580271,8.08,72,8059.32,Active,Low,1
1195,10629,1403591,13.83,24,58482.96,Closed,Medium,1
1196,12824,667424,7.82,60,11123.73,Active,Low,1
1197,3488,1267840,9.32,72,17608.89,Active,High,0
1198,13821,1266205,11.46,60,21103.42,Active,High,1
1199,11712,2028786,8.06,60,33813.1,Active,Low,1
1200,5206,1711025,14.09,72,23764.24,Active,High,0
1201,14802,1865626,12.08,60,31093.77,Active,Medium,1
1202,14855,508413,12.91,60,8473.55,Active,Medium,1
1203,9244,1132073,10.2,36,31446.47,Active,Low,1
1204,8969,791984,12.15,72,10999.78,Closed,Low,0
1205,5923,692664,10.2,60,11544.4,Closed,High,0
1206,6046,1044465,11.44,24,43519.38,Active,High,1
1207,6877,1924145,12.82,36,53448.47,Closed,Low,1
1208,8257,1698275,12.06,48,35380.73,Active,Medium,1
1209,3823,712931,9.31,36,19803.64,Active,Low,1
1210,1434,1002742,8.56,72,13926.97,Active,High,1
1211,12558,1408280,10.6,72,19559.44,Active,High,1
1212,14146,1136807,7.64,24,47366.96,Active,Medium,1
1213,3510,2193591,11.02,60,36559.85,Active,High,1
1214,8531,964733,8.65,48,20098.6,Active,Medium,1
1215,11949,829142,13.55,60,13819.03,Active,Low,1
1216,9645,995928,14.26,72,13832.33,Active,Low,1
1217,9508,1440005,11.19,36,40000.14,Active,High,1
1218,4342,828817,12.09,48,17267.02,Active,High,1
1219,5501,621149,9.95,60,10352.48,Active,Low,1
1220,14396,1479334,14.34,72,20546.31,Active,Medium,1
1221,12749,665345,13.89,48,13861.35,Active,High,1
1222,11733,479466,12.09,60,7991.1,Active,Medium,1
1223,1218,958061,9.5,48,19959.6,Active,Low,0
1224,1311,861467,11.18,48,17947.23,Active,High,0
1225,9333,1076034,14.34,24,44834.75,Active,Low,0
1226,7291,1797792,13.32,48,37454,Active,Medium,1
1227,4650,816679,14.04,24,34028.29,Active,Medium,1
1228,5415,2020520,13.71,36,56125.56,Default,Low,0
1229,11728,2321407,13.46,36,64483.53,Active,Medium,1
1230,3486,673498,9.26,36,18708.28,Active,High,0
1231,178,850657,13.08,24,35444.04,Active,Medium,0
1232,2352,958925,11.74,36,26636.81,Active,High,1
1233,7496,873927,9.11,60,14565.45,Active,Low,1
1234,458,988849,10.38,48,20601.02,Default,Low,1
1235,5095,1268652,13.93,72,17620.17,Active,Low,0
1236,10826,1133653,12.74,24,47235.54,Active,High,0
1237,1698,929983,10.34,36,25832.86,Active,Low,0
1238,64,1734189,12.89,60,28903.15,Active,High,1
1239,11068,737039,12.54,24,30709.96,Active,High,1
1240,12272,1843834,14.45,36,51217.61,Active,Medium,1
1241,6196,2035669,12.12,60,33927.82,Active,High,1
1242,11101,1035871,8.62,60,17264.52,Closed,Low,0
1243,12994,2296079,11.65,60,38267.98,Active,High,0
1244,6680,1715793,14.12,36,47660.92,Active,High,0
1245,8948,1483167,10.94,72,20599.54,Active,Low,1
1246,4982,2325496,9.86,60,38758.27,Active,Medium,1
1247,6001,2203627,11.16,36,61211.86,Active,Medium,0
1248,6138,709124,9.04,60,11818.73,Active,Low,1
1249,10069,875239,12.54,36,24312.19,Active,High,0
1250,10298,769468,14.29,60,12824.47,Active,Low,1
1251,4849,807741,8.1,60,13462.35,Active,Medium,1
1252,9544,1976980,14.23,72,27458.06,Active,Low,0
1253,6685,1912147,11.75,24,79672.79,Active,High,0
1254,5291,1924720,13.25,24,80196.67,Active,High,1
1255,8795,1062905,8.81,48,22143.85,Active,Low,1
1256,3493,596049,10.48,72,8278.46,Active,Low,1
1257,11640,1425071,9.77,60,23751.18,Active,Medium,0
1258,1685,765676,10.63,48,15951.58,Active,Medium,1
1259,12166,523914,13.1,36,14553.17,Default,High,1
1260,796,1920304,7.66,36,53341.78,Closed,High,1
1261,7342,818969,14.05,48,17061.85,Active,Medium,0
1262,10784,479818,12,72,6664.14,Closed,High,0
1263,6689,1939889,8.99,36,53885.81,Default,Low,1
1264,3388,1433440,8.04,48,29863.33,Active,Medium,1
1265,7303,557204,9.39,60,9286.73,Active,Low,1
1266,634,2763732,8.27,24,115155.5,Active,High,1
1267,564,958657,13.97,48,19972.02,Active,High,1
1268,11889,1133712,8.19,48,23619,Active,Medium,1
1269,4415,668034,10.84,48,13917.38,Active,Medium,0
1270,3107,653750,11.68,72,9079.86,Active,Medium,1
1271,8269,623780,10.64,48,12995.42,Active,Medium,0
1272,14398,840684,11.78,60,14011.4,Default,Medium,0
1273,1412,1642956,12.98,72,22818.83,Closed,High,1
1274,5021,1240670,11.12,24,51694.58,Active,Medium,0
1275,8009,1463211,10.16,36,40644.75,Closed,Low,0
1276,6097,1687349,13.1,72,23435.4,Active,Low,1
1277,4862,879234,7.86,60,14653.9,Closed,Low,0
1278,4360,733696,11.12,36,20380.44,Active,Medium,0
1279,13650,1061010,13.37,72,14736.25,Active,Low,0
1280,11697,1226542,8.8,24,51105.92,Active,High,0
1281,14967,928997,12.32,48,19354.1,Active,Low,1
1282,9626,1858428,9.36,72,25811.5,Closed,Low,0
1283,7235,1176336,7.9,36,32676,Active,Medium,1
1284,6106,1789134,10.65,72,24849.08,Active,Low,0
1285,6139,1043091,11.7,24,43462.12,Active,Low,0
1286,11663,2663653,11.53,36,73990.36,Active,High,0
1287,12023,595948,8.99,36,16554.11,Active,High,0
1288,12651,1090223,8.96,48,22712.98,Active,Low,0
1289,11132,739027,8.33,36,20528.53,Active,Low,1
1290,2956,1100662,11.15,48,22930.46,Active,Medium,1
1291,6282,1233836,13.79,48,25704.92,Closed,High,0
1292,4607,906957,10.65,24,37789.88,Closed,High,0
1293,6537,817318,12.63,36,22703.28,Active,Medium,0
1294,408,457980,7.52,48,9541.25,Active,Medium,0
1295,9001,1029216,12.5,72,14294.67,Active,Medium,0
1296,13827,877345,8.02,36,24370.69,Active,High,0
1297,3046,760329,13.89,48,15840.19,Active,High,0
1298,6809,1500336,12.46,36,41676,Closed,Medium,1
1299,7650,750552,8.54,36,20848.67,Active,Low,1
1300,13694,1017349,13.01,24,42389.54,Active,High,0
1301,12844,651809,13.98,60,10863.48,Closed,Low,1
1302,5921,1052544,10.01,36,29237.33,Active,High,1
1303,4654,1095304,9.35,48,22818.83,Active,Low,1
1304,2406,1514690,7.52,48,31556.04,Active,Medium,1
1305,9535,1289186,10.08,60,21486.43,Closed,Low,0
1306,2877,1798097,13.96,72,24973.57,Active,High,0
1307,9297,700212,12.22,48,14587.75,Closed,Low,0
1308,7815,2220496,11.91,36,61680.44,Active,Low,1
1309,5703,619568,11.02,48,12907.67,Closed,Low,0
1310,10714,2217080,9.69,48,46189.17,Active,High,1
1311,684,481497,13.04,72,6687.46,Active,Low,0
1312,4748,629678,8.27,24,26236.58,Active,High,1
1313,1079,495345,8.87,60,8255.75,Default,Medium,0
1314,14199,2271628,8.89,60,37860.47,Active,Low,0
1315,9346,1562765,11.89,60,26046.08,Active,Medium,1
1316,13905,634860,13.49,48,13226.25,Active,High,1
1317,3707,1163312,9.55,72,16157.11,Active,Medium,1
1318,13992,746511,11.46,48,15552.31,Active,High,1
1319,12167,1831957,11.58,48,38165.77,Active,High,0
1320,13080,890794,8.8,36,24744.28,Active,Medium,1
1321,748,2082653,8.42,60,34710.88,Active,High,1
1322,4408,1258301,7.92,72,17476.4,Closed,High,1
1323,7682,538410,7.51,72,7477.92,Active,Low,1
1324,12692,472264,11.74,72,6559.22,Active,High,1
1325,7714,2131846,12.08,60,35530.77,Active,High,0
1326,4820,1013798,10.25,24,42241.58,Closed,Low,0
1327,591,1568905,8.26,36,43580.69,Active,High,0
1328,6827,950932,13.32,48,19811.08,Active,Low,0
1329,2021,1624534,11.68,24,67688.92,Closed,Medium,1
1330,6182,953034,14.13,36,26473.17,Active,Medium,0
1331,11080,1167511,11.03,60,19458.52,Active,High,1
1332,6851,649957,10.35,48,13540.77,Default,Medium,0
1333,8904,1333878,8.98,72,18526.08,Active,Low,0
1334,7108,469888,7.54,24,19578.67,Active,High,1
1335,6432,1490569,14.42,48,31053.52,Active,High,1
1336,11981,2169378,10.83,48,45195.38,Closed,Medium,0
1337,2450,645856,11.26,24,26910.67,Active,Medium,0
1338,1945,1283762,8.81,24,53490.08,Active,Medium,0
1339,11357,721053,12.67,48,15021.94,Active,High,0
1340,5986,702168,10.75,60,11702.8,Closed,Low,1
1341,9469,901703,8.52,24,37570.96,Active,Low,1
1342,13087,881516,9.97,60,14691.93,Active,High,0
1343,474,878587,9.3,60,14643.12,Default,Medium,1
1344,2596,2067776,11.52,60,34462.93,Closed,Medium,0
1345,11718,1124351,9.34,72,15615.99,Active,High,0
1346,3903,1905587,14.35,72,26466.49,Active,Medium,1
1347,6215,754772,10.14,60,12579.53,Active,Low,0
1348,8998,2711968,14.33,72,37666.22,Active,High,1
1349,9394,897662,11.34,72,12467.53,Active,Medium,1
1350,12642,762765,9.45,72,10593.96,Active,High,0
1351,13871,1008603,9.48,48,21012.56,Active,Medium,0
1352,11062,1707493,11.78,36,47430.36,Closed,High,0
1353,8178,838013,8.04,24,34917.21,Active,Low,1
1354,11020,904520,9.06,24,37688.33,Default,Medium,0
1355,9055,2633426,7.93,48,54863.04,Active,Low,0
1356,2096,479071,7.74,48,9980.65,Active,High,1
1357,5100,2163532,14.4,72,30049.06,Closed,Medium,1
1358,2928,744566,13.23,48,15511.79,Active,Low,0
1359,587,643253,7.89,72,8934.07,Default,High,0
1360,5386,2711254,8.66,24,112968.92,Active,Medium,1
1361,11656,2044284,9.91,72,28392.83,Active,Medium,1
1362,1845,725913,8.81,60,12098.55,Active,Medium,1
1363,11606,619567,9.51,72,8605.1,Active,High,1
1364,14723,1345951,13.07,36,37387.53,Active,High,0
1365,12695,1907828,8.83,24,79492.83,Closed,Medium,1
1366,14701,651945,9.52,36,18109.58,Active,High,0
1367,4639,910769,13.42,36,25299.14,Active,Medium,1
1368,2237,1217525,10.33,48,25365.1,Active,Low,0
1369,10364,889260,9.74,48,18526.25,Default,Medium,1
1370,7223,715523,8.72,72,9937.82,Active,High,1
1371,5108,1726862,13.28,24,71952.58,Active,Low,0
1372,10495,1152002,8.88,60,19200.03,Active,High,0
1373,8299,496670,12.81,36,13796.39,Active,Medium,0
1374,11814,677474,7.64,72,9409.36,Active,High,0
1375,14170,1623100,13.01,48,33814.58,Active,High,1
1376,14942,1455889,13.01,36,40441.36,Active,Medium,0
1377,10237,518045,9.93,72,7195.07,Active,High,0
1378,9954,1280779,8.42,36,35577.19,Active,High,0
1379,4829,1037048,12.87,72,14403.44,Active,Low,0
1380,5816,577639,11.75,48,12034.15,Closed,Medium,1
1381,11318,810905,7.55,36,22525.14,Active,Low,0
1382,4792,807457,10.47,36,22429.36,Closed,High,1
1383,9989,2212501,13.59,60,36875.02,Active,Medium,1
1384,6919,1739173,8.3,36,48310.36,Active,Medium,0
1385,994,1181606,11.57,24,49233.58,Active,Medium,0
1386,3996,660120,13.04,36,18336.67,Active,High,1
1387,4960,2729206,8.4,48,56858.46,Active,Low,0
1388,3188,1647804,13.09,72,22886.17,Active,High,1
1389,1922,1192676,8.47,72,16564.94,Active,Low,1
1390,6348,1921142,10.27,72,26682.53,Active,High,1
1391,6135,2703853,8.03,24,112660.54,Default,High,0
1392,12271,1514642,11.15,60,25244.03,Closed,Medium,1
1393,4827,1694241,13.98,48,35296.69,Active,Low,1
1394,812,2488238,7.9,24,103676.58,Active,Medium,1
1395,10585,946361,11.48,72,13143.9,Active,High,0
1396,7029,1946815,13.92,48,40558.65,Active,Medium,0
1397,6073,805852,8.76,24,33577.17,Active,Low,1
1398,8331,519031,8.69,60,8650.52,Active,Low,1
1399,14822,779510,13.8,24,32479.58,Active,High,0
1400,7530,2271834,10.01,60,37863.9,Active,High,0
1401,14084,834514,13.12,36,23180.94,Active,Low,1
1402,6960,1264116,13.62,48,26335.75,Active,Medium,1
1403,7924,905304,8.78,24,37721,Active,High,0
1404,7540,768677,8.27,72,10676.07,Closed,High,1
1405,9951,1081327,9.54,36,30036.86,Active,Medium,0
1406,13824,1076440,14.15,48,22425.83,Active,Low,0
1407,4058,700247,8.34,36,19451.31,Active,Low,0
1408,1663,788589,12.83,48,16428.94,Default,Low,0
1409,14814,1458827,10.54,36,40522.97,Active,Medium,0
1410,5853,1305122,12.55,36,36253.39,Active,Medium,0
1411,5059,621822,8.06,60,10363.7,Closed,High,0
1412,11931,599610,7.97,48,12491.88,Active,Low,1
1413,8952,1166232,11,72,16197.67,Active,High,0
1414,8939,1128817,11.41,48,23517.02,Active,Medium,0
1415,13766,1029852,13.52,24,42910.5,Active,Low,1
1416,3496,1922282,8.06,48,40047.54,Active,Low,0
1417,11902,995209,12.48,36,27644.69,Active,Low,1
1418,9773,1752722,11.14,36,48686.72,Default,Medium,1
1419,12018,1468369,12.54,72,20394.01,Active,High,0
1420,2309,963684,13.74,48,20076.75,Active,Medium,1
1421,7517,1109907,9.22,48,23123.06,Default,High,0
1422,6352,494048,9.48,72,6861.78,Closed,Low,0
1423,1656,1671589,10.87,36,46433.03,Active,Medium,1
1424,5847,1151297,9.93,72,15990.24,Active,High,1
1425,13398,1338148,7.66,24,55756.17,Active,Low,0
1426,8695,958158,8.18,36,26615.5,Active,Medium,1
1427,8571,918653,13.74,24,38277.21,Active,Low,0
1428,5334,598877,14.02,48,12476.6,Closed,Low,0
1429,6959,665019,10.83,36,18472.75,Active,High,0
1430,13911,1307703,10.34,36,36325.08,Active,Medium,0
1431,14019,943584,13.9,24,39316,Closed,Low,0
1432,2955,997605,7.8,72,13855.62,Closed,Low,0
1433,7976,750263,9.93,24,31260.96,Active,Medium,0
1434,14588,1043345,9.61,48,21736.35,Active,Low,1
1435,11692,601947,13.42,36,16720.75,Closed,Low,0
1436,12375,1042169,7.79,60,17369.48,Closed,Medium,0
1437,4097,1385895,8.95,36,38497.08,Default,Medium,0
1438,2127,1221671,10.07,60,20361.18,Closed,High,0
1439,9051,2414931,8.11,48,50311.06,Active,Low,0
1440,13751,1521229,8.63,48,31692.27,Closed,Low,0
1441,8671,1337613,11.22,60,22293.55,Active,Low,1
1442,10592,878023,9.35,48,18292.15,Active,Medium,0
1443,5555,1760296,10.09,72,24448.56,Closed,Low,1
1444,3843,2269625,8.35,36,63045.14,Closed,Low,0
1445,8179,2016273,13.38,36,56007.58,Active,High,1
1446,9791,1367637,7.91,72,18994.96,Active,Medium,1
1447,7631,1226295,9.92,36,34063.75,Active,Medium,0
1448,4515,2222359,13.68,24,92598.29,Active,Low,1
1449,9549,882425,13.8,72,12255.9,Default,High,0
1450,4,2002326,13.76,24,83430.25,Closed,Medium,0
1451,14183,1067861,9.1,60,17797.68,Active,Low,0
1452,7483,740245,11.05,72,10281.18,Active,Medium,0
1453,9782,469481,8.17,72,6520.57,Active,Low,1
1454,6028,777096,13.78,36,21586,Active,Low,1
1455,2184,2074043,10.17,36,57612.31,Default,Low,0
1456,14869,1590276,9.14,72,22087.17,Closed,Low,1
1457,14523,889882,8.3,24,37078.42,Default,Low,0
1458,11270,638164,8.18,24,26590.17,Closed,Medium,1
1459,2035,600827,9.67,48,12517.23,Active,Low,1
1460,8279,692416,12.84,48,14425.33,Closed,High,0
1461,6344,2102174,14.1,72,29196.86,Closed,High,1
1462,9587,916120,14.28,48,19085.83,Default,Low,0
1463,6585,1166437,9.33,24,48601.54,Active,High,1
1464,12026,970143,12.82,36,26948.42,Active,Low,1
1465,14397,2063365,12.8,60,34389.42,Closed,Medium,1
1466,11401,645112,9.99,48,13439.83,Default,Low,1
1467,13105,1952139,10.55,36,54226.08,Active,Low,0
1468,5145,2186415,9.33,60,36440.25,Active,High,1
1469,2255,1080772,13.11,48,22516.08,Active,Medium,0
1470,4221,744549,7.62,60,12409.15,Active,Low,1
1471,12129,717829,11.64,60,11963.82,Active,Medium,0
1472,5218,2633791,11.3,24,109741.29,Closed,Medium,1
1473,9870,2464819,9.22,24,102700.79,Active,Medium,1
1474,9023,641999,13.29,36,17833.31,Active,High,0
1475,5377,944434,11.11,60,15740.57,Active,High,1
1476,10669,1202309,13.18,72,16698.74,Closed,High,1
1477,7825,641588,13.01,48,13366.42,Active,High,0
1478,6799,2242060,14.1,72,31139.72,Active,High,0
1479,2857,777089,11.43,60,12951.48,Active,Medium,1
1480,8222,957656,8.77,48,19951.17,Active,Medium,0
1481,14299,487121,9.99,60,8118.68,Closed,Medium,0
1482,4148,1581065,8.43,36,43918.47,Closed,Medium,0
1483,8962,698152,9.13,48,14544.83,Active,High,0
1484,3609,849077,8.52,48,17689.1,Closed,Low,1
1485,10122,978605,8.68,72,13591.74,Active,High,0
1486,5181,600262,11.27,24,25010.92,Active,High,0
1487,5643,2734447,14.28,60,45574.12,Default,High,0
1488,6435,530893,12.99,24,22120.54,Closed,Low,0
1489,3435,1121317,8.06,48,23360.77,Active,Low,0
1490,13460,1050992,13.34,24,43791.33,Closed,Low,1
1491,5749,1770998,11.74,60,29516.63,Active,Low,0
1492,9122,1125686,10.84,72,15634.53,Active,Medium,1
1493,5081,2079452,8.13,24,86643.83,Active,Low,0
1494,2070,1420099,11.29,36,39447.19,Closed,Low,0
1495,10899,2149463,9.87,48,44780.48,Active,Low,0
1496,2656,1307508,8.69,36,36319.67,Active,Low,0
1497,11673,1164755,10.88,72,16177.15,Closed,Medium,0
1498,8991,1916622,8.55,60,31943.7,Active,Low,1
1499,8518,1744169,7.86,36,48449.14,Active,Medium,1
1500,13493,1870594,13.65,24,77941.42,Active,High,1
1501,11811,882573,13.88,48,18386.94,Closed,Medium,0
1502,971,696690,8.34,60,11611.5,Active,High,0
1503,1599,487655,10.7,48,10159.48,Active,High,1
1504,11806,1969483,7.52,48,41030.9,Closed,Low,1
1505,2583,2680450,8.42,72,37228.47,Active,Medium,1
1506,1985,1139311,10.27,48,23735.65,Active,Medium,1
1507,11076,750296,11.96,60,12504.93,Active,Medium,1
1508,9593,2296098,13.83,36,63780.5,Active,High,0
1509,389,727999,14.21,72,10111.1,Active,Medium,0
1510,4769,668672,10.59,48,13930.67,Active,High,0
1511,7692,901553,13.11,72,12521.57,Active,High,1
1512,5023,955674,11.23,24,39819.75,Active,Low,1
1513,9682,641577,13.16,24,26732.38,Default,Medium,1
1514,316,841722,10.13,36,23381.17,Active,High,0
1515,6071,1742339,12.26,72,24199.15,Active,High,1
1516,13555,856925,9.91,24,35705.21,Active,Low,1
1517,12012,804152,11.74,72,11168.78,Closed,High,1
1518,1329,1721748,13.4,72,23913.17,Default,Medium,0
1519,13997,925766,8.89,48,19286.79,Active,Low,0
1520,5136,821269,11.43,72,11406.51,Active,Low,1
1521,8488,1959741,12.17,36,54437.25,Closed,Medium,1
1522,14134,608894,11.97,36,16913.72,Active,Medium,1
1523,12211,520980,13.79,72,7235.83,Default,Medium,0
1524,3705,913755,10.38,72,12691.04,Active,Medium,0
1525,606,645541,8.75,36,17931.69,Active,Low,1
1526,13411,2114540,13.5,48,44052.92,Active,Low,0
1527,11754,717824,7.98,48,14954.67,Closed,Medium,1
1528,3468,882845,12.13,24,36785.21,Active,High,1
1529,4505,678617,7.64,60,11310.28,Default,Low,1
1530,5763,1918758,10.4,48,39974.12,Active,Medium,0
1531,13439,1241986,8.69,36,34499.61,Active,High,1
1532,11325,1086988,11.35,60,18116.47,Active,High,0
1533,7174,1120731,8.01,36,31131.42,Active,Low,1
1534,1369,697974,12.47,48,14541.12,Active,Medium,1
1535,9160,1998343,11,72,27754.76,Active,Medium,0
1536,1254,839261,14.44,24,34969.21,Active,High,0
1537,13212,1040297,13.67,24,43345.71,Active,High,0
1538,4456,458159,10.17,48,9544.98,Active,Low,0
1539,10679,1042522,8.72,72,14479.47,Default,Medium,1
1540,8137,1427009,8.05,72,19819.57,Active,High,0
1541,6652,1050565,9.39,48,21886.77,Default,High,1
1542,10624,611445,13.73,72,8492.29,Default,Low,1
1543,9510,845506,12.19,36,23486.28,Active,High,0
1544,2113,1759237,8.08,36,48867.69,Active,Medium,1
1545,10924,509625,13.28,48,10617.19,Closed,Low,0
1546,8050,930206,13.62,36,25839.06,Active,High,1
1547,426,1299190,12.38,24,54132.92,Active,High,1
1548,5933,696143,8.43,24,29005.96,Active,Low,1
1549,6751,1685528,14.44,60,28092.13,Closed,Medium,1
1550,11456,1161937,9.34,24,48414.04,Active,Medium,1
1551,1112,935639,7.81,36,25989.97,Active,High,1
1552,5221,948375,7.51,48,19757.81,Closed,Medium,0
1553,13872,1098212,12.74,60,18303.53,Active,Low,0
1554,638,939836,12.82,24,39159.83,Active,Low,0
1555,249,2091591,14.2,36,58099.75,Active,High,1
1556,5217,2221525,12.39,36,61709.03,Active,High,0
1557,1808,2267605,14.17,48,47241.77,Closed,Low,1
1558,12650,1561604,10.17,72,21688.94,Active,Medium,0
1559,10303,1059728,8.63,24,44155.33,Closed,High,0
1560,697,872352,10.62,72,12116,Closed,High,1
1561,6189,718829,13.9,60,11980.48,Active,Low,1
1562,6374,868096,13.55,48,18085.33,Active,High,1
1563,1237,975713,10.32,60,16261.88,Closed,High,1
1564,5862,657081,9.74,48,13689.19,Closed,Medium,0
1565,1517,1621159,11.55,24,67548.29,Active,Low,1
1566,13508,773874,13.8,72,10748.25,Active,Low,1
1567,8780,632298,10.51,24,26345.75,Active,Medium,0
1568,14616,666947,11.42,48,13894.73,Active,Low,1
1569,1012,1314619,11.08,48,27387.9,Active,High,0
1570,71,816311,14.13,48,17006.48,Active,Low,0
1571,4937,566137,12.07,60,9435.62,Active,Low,0
1572,4106,607501,14.13,36,16875.03,Active,Medium,0
1573,1179,1871763,13.45,36,51993.42,Active,Medium,0
1574,10656,949102,13.25,36,26363.94,Closed,Medium,1
1575,6949,598009,8.2,72,8305.68,Active,Low,1
1576,9431,1238489,11.13,60,20641.48,Active,High,1
1577,5381,1304255,9.57,36,36229.31,Active,High,0
1578,3249,768341,11.84,72,10671.4,Closed,High,0
1579,1800,1183020,10.43,48,24646.25,Active,Medium,0
1580,10670,1819964,10.01,60,30332.73,Active,Low,1
1581,14079,1107037,7.55,36,30751.03,Closed,Medium,0
1582,11511,1050302,11.96,60,17505.03,Active,Medium,1
1583,4405,1988388,10.96,60,33139.8,Closed,Medium,0
1584,12679,2813435,8.27,24,117226.46,Active,Medium,1
1585,10795,1496373,8.06,36,41565.92,Closed,High,1
1586,42,1075317,10.95,60,17921.95,Active,High,1
1587,5051,1324691,9.38,72,18398.49,Active,Medium,0
1588,7086,2330050,8.61,48,48542.71,Active,Low,1
1589,4794,1081383,9.36,24,45057.62,Active,High,0
1590,6437,955224,13.78,36,26534,Active,High,1
1591,6825,2520148,14.15,60,42002.47,Active,Medium,0
1592,9862,1264731,8.21,60,21078.85,Closed,High,1
1593,9080,2177256,8.46,60,36287.6,Active,High,1
1594,9813,1084927,10.8,60,18082.12,Active,High,0
1595,4005,1539658,13.86,48,32076.21,Active,Low,0
1596,9692,1112433,13.47,60,18540.55,Active,Medium,1
1597,2003,2247149,7.96,24,93631.21,Active,High,1
1598,7075,914212,12.16,36,25394.78,Default,Low,1
1599,8918,2015254,7.75,48,41984.46,Default,Low,1
1600,806,684345,8.13,24,28514.38,Active,Medium,0
1601,3887,2162546,11.55,36,60070.72,Default,High,0
1602,13166,1085582,8.65,48,22616.29,Active,Medium,1
1603,12259,2116849,7.94,48,44101.02,Active,High,1
1604,11366,1145289,7.61,60,19088.15,Default,Medium,0
1605,2453,645312,13.24,36,17925.33,Active,Medium,0
1606,4076,2572141,11.91,60,42869.02,Active,High,0
1607,5804,886970,8.81,24,36957.08,Closed,High,1
1608,12745,2384124,13.01,36,66225.67,Active,Low,0
1609,2338,713619,12.83,72,9911.38,Active,High,0
1610,2472,507878,12.49,36,14107.72,Default,High,0
1611,8621,1051296,13,24,43804,Active,Low,1
1612,3669,746444,10.14,48,15550.92,Active,Medium,1
1613,4030,1418124,8.49,48,29544.25,Active,Low,1
1614,8490,1281441,11.72,36,35595.58,Active,Medium,1
1615,2026,862538,10.22,36,23959.39,Active,Medium,1
1616,13549,1044319,10.56,48,21756.65,Active,High,0
1617,12330,1962565,9.28,60,32709.42,Active,High,0
1618,4833,700550,11.25,36,19459.72,Closed,Low,1
1619,3012,1121290,9.46,24,46720.42,Active,High,0
1620,12930,1937733,13.79,60,32295.55,Active,High,0
1621,10377,583509,9.5,60,9725.15,Active,High,1
1622,5465,2297960,14.39,48,47874.17,Active,High,0
1623,7665,666821,8.16,24,27784.21,Default,High,1
1624,14287,694217,10.08,60,11570.28,Active,High,1
1625,6836,1274277,11.39,48,26547.44,Active,Low,1
1626,11621,1009980,12.57,48,21041.25,Closed,Low,0
1627,14619,1152299,8.02,36,32008.31,Active,Medium,0
1628,14365,679684,9.35,36,18880.11,Active,Medium,0
1629,171,695637,14.22,60,11593.95,Active,High,0
1630,8262,1678072,11.28,36,46613.11,Active,Medium,0
1631,218,1565486,13.46,36,43485.72,Closed,Medium,1
1632,13161,563082,11.93,48,11730.88,Active,High,1
1633,8497,889533,11.04,36,24709.25,Closed,Medium,1
1634,12490,1922853,11.74,36,53412.58,Active,Medium,0
